second_of_day,second,minute_of_day,minute,hour,hour12,am_pm,time,time12
13471,31,224,44,03,03,AM,03:44:31,03:44:31
13472,32,224,44,03,03,AM,03:44:32,03:44:32
13473,33,224,44,03,03,AM,03:44:33,03:44:33
13474,34,224,44,03,03,AM,03:44:34,03:44:34
13475,35,224,44,03,03,AM,03:44:35,03:44:35
13476,36,224,44,03,03,AM,03:44:36,03:44:36
13477,37,224,44,03,03,AM,03:44:37,03:44:37
13478,38,224,44,03,03,AM,03:44:38,03:44:38
13479,39,224,44,03,03,AM,03:44:39,03:44:39
13480,40,224,44,03,03,AM,03:44:40,03:44:40
13481,41,224,44,03,03,AM,03:44:41,03:44:41
13482,42,224,44,03,03,AM,03:44:42,03:44:42
13483,43,224,44,03,03,AM,03:44:43,03:44:43
13484,44,224,44,03,03,AM,03:44:44,03:44:44
13485,45,224,44,03,03,AM,03:44:45,03:44:45
13486,46,224,44,03,03,AM,03:44:46,03:44:46
13487,47,224,44,03,03,AM,03:44:47,03:44:47
13488,48,224,44,03,03,AM,03:44:48,03:44:48
13489,49,224,44,03,03,AM,03:44:49,03:44:49
13490,50,224,44,03,03,AM,03:44:50,03:44:50
13491,51,224,44,03,03,AM,03:44:51,03:44:51
13492,52,224,44,03,03,AM,03:44:52,03:44:52
13493,53,224,44,03,03,AM,03:44:53,03:44:53
13494,54,224,44,03,03,AM,03:44:54,03:44:54
13495,55,224,44,03,03,AM,03:44:55,03:44:55
13496,56,224,44,03,03,AM,03:44:56,03:44:56
13497,57,224,44,03,03,AM,03:44:57,03:44:57
13498,58,224,44,03,03,AM,03:44:58,03:44:58
13499,59,224,44,03,03,AM,03:44:59,03:44:59
13500,00,225,45,03,03,AM,03:45:00,03:45:00
13501,01,225,45,03,03,AM,03:45:01,03:45:01
13502,02,225,45,03,03,AM,03:45:02,03:45:02
13503,03,225,45,03,03,AM,03:45:03,03:45:03
13504,04,225,45,03,03,AM,03:45:04,03:45:04
13505,05,225,45,03,03,AM,03:45:05,03:45:05
13506,06,225,45,03,03,AM,03:45:06,03:45:06
13507,07,225,45,03,03,AM,03:45:07,03:45:07
13508,08,225,45,03,03,AM,03:45:08,03:45:08
13509,09,225,45,03,03,AM,03:45:09,03:45:09
13510,10,225,45,03,03,AM,03:45:10,03:45:10
13511,11,225,45,03,03,AM,03:45:11,03:45:11
13512,12,225,45,03,03,AM,03:45:12,03:45:12
13513,13,225,45,03,03,AM,03:45:13,03:45:13
13514,14,225,45,03,03,AM,03:45:14,03:45:14
13515,15,225,45,03,03,AM,03:45:15,03:45:15
13516,16,225,45,03,03,AM,03:45:16,03:45:16
13517,17,225,45,03,03,AM,03:45:17,03:45:17
13518,18,225,45,03,03,AM,03:45:18,03:45:18
13519,19,225,45,03,03,AM,03:45:19,03:45:19
13520,20,225,45,03,03,AM,03:45:20,03:45:20
13521,21,225,45,03,03,AM,03:45:21,03:45:21
13522,22,225,45,03,03,AM,03:45:22,03:45:22
13523,23,225,45,03,03,AM,03:45:23,03:45:23
13524,24,225,45,03,03,AM,03:45:24,03:45:24
13525,25,225,45,03,03,AM,03:45:25,03:45:25
13526,26,225,45,03,03,AM,03:45:26,03:45:26
13527,27,225,45,03,03,AM,03:45:27,03:45:27
13528,28,225,45,03,03,AM,03:45:28,03:45:28
13529,29,225,45,03,03,AM,03:45:29,03:45:29
13530,30,225,45,03,03,AM,03:45:30,03:45:30
13531,31,225,45,03,03,AM,03:45:31,03:45:31
13532,32,225,45,03,03,AM,03:45:32,03:45:32
13533,33,225,45,03,03,AM,03:45:33,03:45:33
13534,34,225,45,03,03,AM,03:45:34,03:45:34
13535,35,225,45,03,03,AM,03:45:35,03:45:35
13536,36,225,45,03,03,AM,03:45:36,03:45:36
13537,37,225,45,03,03,AM,03:45:37,03:45:37
13538,38,225,45,03,03,AM,03:45:38,03:45:38
13539,39,225,45,03,03,AM,03:45:39,03:45:39
13540,40,225,45,03,03,AM,03:45:40,03:45:40
13541,41,225,45,03,03,AM,03:45:41,03:45:41
13542,42,225,45,03,03,AM,03:45:42,03:45:42
13543,43,225,45,03,03,AM,03:45:43,03:45:43
13544,44,225,45,03,03,AM,03:45:44,03:45:44
13545,45,225,45,03,03,AM,03:45:45,03:45:45
13546,46,225,45,03,03,AM,03:45:46,03:45:46
13547,47,225,45,03,03,AM,03:45:47,03:45:47
13548,48,225,45,03,03,AM,03:45:48,03:45:48
13549,49,225,45,03,03,AM,03:45:49,03:45:49
13550,50,225,45,03,03,AM,03:45:50,03:45:50
13551,51,225,45,03,03,AM,03:45:51,03:45:51
13552,52,225,45,03,03,AM,03:45:52,03:45:52
13553,53,225,45,03,03,AM,03:45:53,03:45:53
13554,54,225,45,03,03,AM,03:45:54,03:45:54
13555,55,225,45,03,03,AM,03:45:55,03:45:55
13556,56,225,45,03,03,AM,03:45:56,03:45:56
13557,57,225,45,03,03,AM,03:45:57,03:45:57
13558,58,225,45,03,03,AM,03:45:58,03:45:58
13559,59,225,45,03,03,AM,03:45:59,03:45:59
13560,00,226,46,03,03,AM,03:46:00,03:46:00
13561,01,226,46,03,03,AM,03:46:01,03:46:01
13562,02,226,46,03,03,AM,03:46:02,03:46:02
13563,03,226,46,03,03,AM,03:46:03,03:46:03
13564,04,226,46,03,03,AM,03:46:04,03:46:04
13565,05,226,46,03,03,AM,03:46:05,03:46:05
13566,06,226,46,03,03,AM,03:46:06,03:46:06
13567,07,226,46,03,03,AM,03:46:07,03:46:07
13568,08,226,46,03,03,AM,03:46:08,03:46:08
13569,09,226,46,03,03,AM,03:46:09,03:46:09
13570,10,226,46,03,03,AM,03:46:10,03:46:10
13571,11,226,46,03,03,AM,03:46:11,03:46:11
13572,12,226,46,03,03,AM,03:46:12,03:46:12
13573,13,226,46,03,03,AM,03:46:13,03:46:13
13574,14,226,46,03,03,AM,03:46:14,03:46:14
13575,15,226,46,03,03,AM,03:46:15,03:46:15
13576,16,226,46,03,03,AM,03:46:16,03:46:16
13577,17,226,46,03,03,AM,03:46:17,03:46:17
13578,18,226,46,03,03,AM,03:46:18,03:46:18
13579,19,226,46,03,03,AM,03:46:19,03:46:19
13580,20,226,46,03,03,AM,03:46:20,03:46:20
13581,21,226,46,03,03,AM,03:46:21,03:46:21
13582,22,226,46,03,03,AM,03:46:22,03:46:22
13583,23,226,46,03,03,AM,03:46:23,03:46:23
13584,24,226,46,03,03,AM,03:46:24,03:46:24
13585,25,226,46,03,03,AM,03:46:25,03:46:25
13586,26,226,46,03,03,AM,03:46:26,03:46:26
13587,27,226,46,03,03,AM,03:46:27,03:46:27
13588,28,226,46,03,03,AM,03:46:28,03:46:28
13589,29,226,46,03,03,AM,03:46:29,03:46:29
13590,30,226,46,03,03,AM,03:46:30,03:46:30
13591,31,226,46,03,03,AM,03:46:31,03:46:31
13592,32,226,46,03,03,AM,03:46:32,03:46:32
13593,33,226,46,03,03,AM,03:46:33,03:46:33
13594,34,226,46,03,03,AM,03:46:34,03:46:34
13595,35,226,46,03,03,AM,03:46:35,03:46:35
13596,36,226,46,03,03,AM,03:46:36,03:46:36
13597,37,226,46,03,03,AM,03:46:37,03:46:37
13598,38,226,46,03,03,AM,03:46:38,03:46:38
13599,39,226,46,03,03,AM,03:46:39,03:46:39
13600,40,226,46,03,03,AM,03:46:40,03:46:40
13601,41,226,46,03,03,AM,03:46:41,03:46:41
13602,42,226,46,03,03,AM,03:46:42,03:46:42
13603,43,226,46,03,03,AM,03:46:43,03:46:43
13604,44,226,46,03,03,AM,03:46:44,03:46:44
13605,45,226,46,03,03,AM,03:46:45,03:46:45
13606,46,226,46,03,03,AM,03:46:46,03:46:46
13607,47,226,46,03,03,AM,03:46:47,03:46:47
13608,48,226,46,03,03,AM,03:46:48,03:46:48
13609,49,226,46,03,03,AM,03:46:49,03:46:49
13610,50,226,46,03,03,AM,03:46:50,03:46:50
13611,51,226,46,03,03,AM,03:46:51,03:46:51
13612,52,226,46,03,03,AM,03:46:52,03:46:52
13613,53,226,46,03,03,AM,03:46:53,03:46:53
13614,54,226,46,03,03,AM,03:46:54,03:46:54
13615,55,226,46,03,03,AM,03:46:55,03:46:55
13616,56,226,46,03,03,AM,03:46:56,03:46:56
13617,57,226,46,03,03,AM,03:46:57,03:46:57
13618,58,226,46,03,03,AM,03:46:58,03:46:58
13619,59,226,46,03,03,AM,03:46:59,03:46:59
13620,00,227,47,03,03,AM,03:47:00,03:47:00
13621,01,227,47,03,03,AM,03:47:01,03:47:01
13622,02,227,47,03,03,AM,03:47:02,03:47:02
13623,03,227,47,03,03,AM,03:47:03,03:47:03
13624,04,227,47,03,03,AM,03:47:04,03:47:04
13625,05,227,47,03,03,AM,03:47:05,03:47:05
13626,06,227,47,03,03,AM,03:47:06,03:47:06
13627,07,227,47,03,03,AM,03:47:07,03:47:07
13628,08,227,47,03,03,AM,03:47:08,03:47:08
13629,09,227,47,03,03,AM,03:47:09,03:47:09
13630,10,227,47,03,03,AM,03:47:10,03:47:10
13631,11,227,47,03,03,AM,03:47:11,03:47:11
13632,12,227,47,03,03,AM,03:47:12,03:47:12
13633,13,227,47,03,03,AM,03:47:13,03:47:13
13634,14,227,47,03,03,AM,03:47:14,03:47:14
13635,15,227,47,03,03,AM,03:47:15,03:47:15
13636,16,227,47,03,03,AM,03:47:16,03:47:16
13637,17,227,47,03,03,AM,03:47:17,03:47:17
13638,18,227,47,03,03,AM,03:47:18,03:47:18
13639,19,227,47,03,03,AM,03:47:19,03:47:19
13640,20,227,47,03,03,AM,03:47:20,03:47:20
13641,21,227,47,03,03,AM,03:47:21,03:47:21
13642,22,227,47,03,03,AM,03:47:22,03:47:22
13643,23,227,47,03,03,AM,03:47:23,03:47:23
13644,24,227,47,03,03,AM,03:47:24,03:47:24
13645,25,227,47,03,03,AM,03:47:25,03:47:25
13646,26,227,47,03,03,AM,03:47:26,03:47:26
13647,27,227,47,03,03,AM,03:47:27,03:47:27
13648,28,227,47,03,03,AM,03:47:28,03:47:28
13649,29,227,47,03,03,AM,03:47:29,03:47:29
13650,30,227,47,03,03,AM,03:47:30,03:47:30
13651,31,227,47,03,03,AM,03:47:31,03:47:31
13652,32,227,47,03,03,AM,03:47:32,03:47:32
13653,33,227,47,03,03,AM,03:47:33,03:47:33
13654,34,227,47,03,03,AM,03:47:34,03:47:34
13655,35,227,47,03,03,AM,03:47:35,03:47:35
13656,36,227,47,03,03,AM,03:47:36,03:47:36
13657,37,227,47,03,03,AM,03:47:37,03:47:37
13658,38,227,47,03,03,AM,03:47:38,03:47:38
13659,39,227,47,03,03,AM,03:47:39,03:47:39
13660,40,227,47,03,03,AM,03:47:40,03:47:40
13661,41,227,47,03,03,AM,03:47:41,03:47:41
13662,42,227,47,03,03,AM,03:47:42,03:47:42
13663,43,227,47,03,03,AM,03:47:43,03:47:43
13664,44,227,47,03,03,AM,03:47:44,03:47:44
13665,45,227,47,03,03,AM,03:47:45,03:47:45
13666,46,227,47,03,03,AM,03:47:46,03:47:46
13667,47,227,47,03,03,AM,03:47:47,03:47:47
13668,48,227,47,03,03,AM,03:47:48,03:47:48
13669,49,227,47,03,03,AM,03:47:49,03:47:49
13670,50,227,47,03,03,AM,03:47:50,03:47:50
13671,51,227,47,03,03,AM,03:47:51,03:47:51
13672,52,227,47,03,03,AM,03:47:52,03:47:52
13673,53,227,47,03,03,AM,03:47:53,03:47:53
13674,54,227,47,03,03,AM,03:47:54,03:47:54
13675,55,227,47,03,03,AM,03:47:55,03:47:55
13676,56,227,47,03,03,AM,03:47:56,03:47:56
13677,57,227,47,03,03,AM,03:47:57,03:47:57
13678,58,227,47,03,03,AM,03:47:58,03:47:58
13679,59,227,47,03,03,AM,03:47:59,03:47:59
13680,00,228,48,03,03,AM,03:48:00,03:48:00
13681,01,228,48,03,03,AM,03:48:01,03:48:01
13682,02,228,48,03,03,AM,03:48:02,03:48:02
13683,03,228,48,03,03,AM,03:48:03,03:48:03
13684,04,228,48,03,03,AM,03:48:04,03:48:04
13685,05,228,48,03,03,AM,03:48:05,03:48:05
13686,06,228,48,03,03,AM,03:48:06,03:48:06
13687,07,228,48,03,03,AM,03:48:07,03:48:07
13688,08,228,48,03,03,AM,03:48:08,03:48:08
13689,09,228,48,03,03,AM,03:48:09,03:48:09
13690,10,228,48,03,03,AM,03:48:10,03:48:10
13691,11,228,48,03,03,AM,03:48:11,03:48:11
13692,12,228,48,03,03,AM,03:48:12,03:48:12
13693,13,228,48,03,03,AM,03:48:13,03:48:13
13694,14,228,48,03,03,AM,03:48:14,03:48:14
13695,15,228,48,03,03,AM,03:48:15,03:48:15
13696,16,228,48,03,03,AM,03:48:16,03:48:16
13697,17,228,48,03,03,AM,03:48:17,03:48:17
13698,18,228,48,03,03,AM,03:48:18,03:48:18
13699,19,228,48,03,03,AM,03:48:19,03:48:19
13700,20,228,48,03,03,AM,03:48:20,03:48:20
13701,21,228,48,03,03,AM,03:48:21,03:48:21
13702,22,228,48,03,03,AM,03:48:22,03:48:22
13703,23,228,48,03,03,AM,03:48:23,03:48:23
13704,24,228,48,03,03,AM,03:48:24,03:48:24
13705,25,228,48,03,03,AM,03:48:25,03:48:25
13706,26,228,48,03,03,AM,03:48:26,03:48:26
13707,27,228,48,03,03,AM,03:48:27,03:48:27
13708,28,228,48,03,03,AM,03:48:28,03:48:28
13709,29,228,48,03,03,AM,03:48:29,03:48:29
13710,30,228,48,03,03,AM,03:48:30,03:48:30
13711,31,228,48,03,03,AM,03:48:31,03:48:31
13712,32,228,48,03,03,AM,03:48:32,03:48:32
13713,33,228,48,03,03,AM,03:48:33,03:48:33
13714,34,228,48,03,03,AM,03:48:34,03:48:34
13715,35,228,48,03,03,AM,03:48:35,03:48:35
13716,36,228,48,03,03,AM,03:48:36,03:48:36
13717,37,228,48,03,03,AM,03:48:37,03:48:37
13718,38,228,48,03,03,AM,03:48:38,03:48:38
13719,39,228,48,03,03,AM,03:48:39,03:48:39
13720,40,228,48,03,03,AM,03:48:40,03:48:40
13721,41,228,48,03,03,AM,03:48:41,03:48:41
13722,42,228,48,03,03,AM,03:48:42,03:48:42
13723,43,228,48,03,03,AM,03:48:43,03:48:43
13724,44,228,48,03,03,AM,03:48:44,03:48:44
13725,45,228,48,03,03,AM,03:48:45,03:48:45
13726,46,228,48,03,03,AM,03:48:46,03:48:46
13727,47,228,48,03,03,AM,03:48:47,03:48:47
13728,48,228,48,03,03,AM,03:48:48,03:48:48
13729,49,228,48,03,03,AM,03:48:49,03:48:49
13730,50,228,48,03,03,AM,03:48:50,03:48:50
13731,51,228,48,03,03,AM,03:48:51,03:48:51
13732,52,228,48,03,03,AM,03:48:52,03:48:52
13733,53,228,48,03,03,AM,03:48:53,03:48:53
13734,54,228,48,03,03,AM,03:48:54,03:48:54
13735,55,228,48,03,03,AM,03:48:55,03:48:55
13736,56,228,48,03,03,AM,03:48:56,03:48:56
13737,57,228,48,03,03,AM,03:48:57,03:48:57
13738,58,228,48,03,03,AM,03:48:58,03:48:58
13739,59,228,48,03,03,AM,03:48:59,03:48:59
13740,00,229,49,03,03,AM,03:49:00,03:49:00
13741,01,229,49,03,03,AM,03:49:01,03:49:01
13742,02,229,49,03,03,AM,03:49:02,03:49:02
13743,03,229,49,03,03,AM,03:49:03,03:49:03
13744,04,229,49,03,03,AM,03:49:04,03:49:04
13745,05,229,49,03,03,AM,03:49:05,03:49:05
13746,06,229,49,03,03,AM,03:49:06,03:49:06
13747,07,229,49,03,03,AM,03:49:07,03:49:07
13748,08,229,49,03,03,AM,03:49:08,03:49:08
13749,09,229,49,03,03,AM,03:49:09,03:49:09
13750,10,229,49,03,03,AM,03:49:10,03:49:10
13751,11,229,49,03,03,AM,03:49:11,03:49:11
13752,12,229,49,03,03,AM,03:49:12,03:49:12
13753,13,229,49,03,03,AM,03:49:13,03:49:13
13754,14,229,49,03,03,AM,03:49:14,03:49:14
13755,15,229,49,03,03,AM,03:49:15,03:49:15
13756,16,229,49,03,03,AM,03:49:16,03:49:16
13757,17,229,49,03,03,AM,03:49:17,03:49:17
13758,18,229,49,03,03,AM,03:49:18,03:49:18
13759,19,229,49,03,03,AM,03:49:19,03:49:19
13760,20,229,49,03,03,AM,03:49:20,03:49:20
13761,21,229,49,03,03,AM,03:49:21,03:49:21
13762,22,229,49,03,03,AM,03:49:22,03:49:22
13763,23,229,49,03,03,AM,03:49:23,03:49:23
13764,24,229,49,03,03,AM,03:49:24,03:49:24
13765,25,229,49,03,03,AM,03:49:25,03:49:25
13766,26,229,49,03,03,AM,03:49:26,03:49:26
13767,27,229,49,03,03,AM,03:49:27,03:49:27
13768,28,229,49,03,03,AM,03:49:28,03:49:28
13769,29,229,49,03,03,AM,03:49:29,03:49:29
13770,30,229,49,03,03,AM,03:49:30,03:49:30
13771,31,229,49,03,03,AM,03:49:31,03:49:31
13772,32,229,49,03,03,AM,03:49:32,03:49:32
13773,33,229,49,03,03,AM,03:49:33,03:49:33
13774,34,229,49,03,03,AM,03:49:34,03:49:34
13775,35,229,49,03,03,AM,03:49:35,03:49:35
13776,36,229,49,03,03,AM,03:49:36,03:49:36
13777,37,229,49,03,03,AM,03:49:37,03:49:37
13778,38,229,49,03,03,AM,03:49:38,03:49:38
13779,39,229,49,03,03,AM,03:49:39,03:49:39
13780,40,229,49,03,03,AM,03:49:40,03:49:40
13781,41,229,49,03,03,AM,03:49:41,03:49:41
13782,42,229,49,03,03,AM,03:49:42,03:49:42
13783,43,229,49,03,03,AM,03:49:43,03:49:43
13784,44,229,49,03,03,AM,03:49:44,03:49:44
13785,45,229,49,03,03,AM,03:49:45,03:49:45
13786,46,229,49,03,03,AM,03:49:46,03:49:46
13787,47,229,49,03,03,AM,03:49:47,03:49:47
13788,48,229,49,03,03,AM,03:49:48,03:49:48
13789,49,229,49,03,03,AM,03:49:49,03:49:49
13790,50,229,49,03,03,AM,03:49:50,03:49:50
13791,51,229,49,03,03,AM,03:49:51,03:49:51
13792,52,229,49,03,03,AM,03:49:52,03:49:52
13793,53,229,49,03,03,AM,03:49:53,03:49:53
13794,54,229,49,03,03,AM,03:49:54,03:49:54
13795,55,229,49,03,03,AM,03:49:55,03:49:55
13796,56,229,49,03,03,AM,03:49:56,03:49:56
13797,57,229,49,03,03,AM,03:49:57,03:49:57
13798,58,229,49,03,03,AM,03:49:58,03:49:58
13799,59,229,49,03,03,AM,03:49:59,03:49:59
13800,00,230,50,03,03,AM,03:50:00,03:50:00
13801,01,230,50,03,03,AM,03:50:01,03:50:01
13802,02,230,50,03,03,AM,03:50:02,03:50:02
13803,03,230,50,03,03,AM,03:50:03,03:50:03
13804,04,230,50,03,03,AM,03:50:04,03:50:04
13805,05,230,50,03,03,AM,03:50:05,03:50:05
13806,06,230,50,03,03,AM,03:50:06,03:50:06
13807,07,230,50,03,03,AM,03:50:07,03:50:07
13808,08,230,50,03,03,AM,03:50:08,03:50:08
13809,09,230,50,03,03,AM,03:50:09,03:50:09
13810,10,230,50,03,03,AM,03:50:10,03:50:10
13811,11,230,50,03,03,AM,03:50:11,03:50:11
13812,12,230,50,03,03,AM,03:50:12,03:50:12
13813,13,230,50,03,03,AM,03:50:13,03:50:13
13814,14,230,50,03,03,AM,03:50:14,03:50:14
13815,15,230,50,03,03,AM,03:50:15,03:50:15
13816,16,230,50,03,03,AM,03:50:16,03:50:16
13817,17,230,50,03,03,AM,03:50:17,03:50:17
13818,18,230,50,03,03,AM,03:50:18,03:50:18
13819,19,230,50,03,03,AM,03:50:19,03:50:19
13820,20,230,50,03,03,AM,03:50:20,03:50:20
13821,21,230,50,03,03,AM,03:50:21,03:50:21
13822,22,230,50,03,03,AM,03:50:22,03:50:22
13823,23,230,50,03,03,AM,03:50:23,03:50:23
13824,24,230,50,03,03,AM,03:50:24,03:50:24
13825,25,230,50,03,03,AM,03:50:25,03:50:25
13826,26,230,50,03,03,AM,03:50:26,03:50:26
13827,27,230,50,03,03,AM,03:50:27,03:50:27
13828,28,230,50,03,03,AM,03:50:28,03:50:28
13829,29,230,50,03,03,AM,03:50:29,03:50:29
13830,30,230,50,03,03,AM,03:50:30,03:50:30
13831,31,230,50,03,03,AM,03:50:31,03:50:31
13832,32,230,50,03,03,AM,03:50:32,03:50:32
13833,33,230,50,03,03,AM,03:50:33,03:50:33
13834,34,230,50,03,03,AM,03:50:34,03:50:34
13835,35,230,50,03,03,AM,03:50:35,03:50:35
13836,36,230,50,03,03,AM,03:50:36,03:50:36
13837,37,230,50,03,03,AM,03:50:37,03:50:37
13838,38,230,50,03,03,AM,03:50:38,03:50:38
13839,39,230,50,03,03,AM,03:50:39,03:50:39
13840,40,230,50,03,03,AM,03:50:40,03:50:40
13841,41,230,50,03,03,AM,03:50:41,03:50:41
13842,42,230,50,03,03,AM,03:50:42,03:50:42
13843,43,230,50,03,03,AM,03:50:43,03:50:43
13844,44,230,50,03,03,AM,03:50:44,03:50:44
13845,45,230,50,03,03,AM,03:50:45,03:50:45
13846,46,230,50,03,03,AM,03:50:46,03:50:46
13847,47,230,50,03,03,AM,03:50:47,03:50:47
13848,48,230,50,03,03,AM,03:50:48,03:50:48
13849,49,230,50,03,03,AM,03:50:49,03:50:49
13850,50,230,50,03,03,AM,03:50:50,03:50:50
13851,51,230,50,03,03,AM,03:50:51,03:50:51
13852,52,230,50,03,03,AM,03:50:52,03:50:52
13853,53,230,50,03,03,AM,03:50:53,03:50:53
13854,54,230,50,03,03,AM,03:50:54,03:50:54
13855,55,230,50,03,03,AM,03:50:55,03:50:55
13856,56,230,50,03,03,AM,03:50:56,03:50:56
13857,57,230,50,03,03,AM,03:50:57,03:50:57
13858,58,230,50,03,03,AM,03:50:58,03:50:58
13859,59,230,50,03,03,AM,03:50:59,03:50:59
13860,00,231,51,03,03,AM,03:51:00,03:51:00
13861,01,231,51,03,03,AM,03:51:01,03:51:01
13862,02,231,51,03,03,AM,03:51:02,03:51:02
13863,03,231,51,03,03,AM,03:51:03,03:51:03
13864,04,231,51,03,03,AM,03:51:04,03:51:04
13865,05,231,51,03,03,AM,03:51:05,03:51:05
13866,06,231,51,03,03,AM,03:51:06,03:51:06
13867,07,231,51,03,03,AM,03:51:07,03:51:07
13868,08,231,51,03,03,AM,03:51:08,03:51:08
13869,09,231,51,03,03,AM,03:51:09,03:51:09
13870,10,231,51,03,03,AM,03:51:10,03:51:10
13871,11,231,51,03,03,AM,03:51:11,03:51:11
13872,12,231,51,03,03,AM,03:51:12,03:51:12
13873,13,231,51,03,03,AM,03:51:13,03:51:13
13874,14,231,51,03,03,AM,03:51:14,03:51:14
13875,15,231,51,03,03,AM,03:51:15,03:51:15
13876,16,231,51,03,03,AM,03:51:16,03:51:16
13877,17,231,51,03,03,AM,03:51:17,03:51:17
13878,18,231,51,03,03,AM,03:51:18,03:51:18
13879,19,231,51,03,03,AM,03:51:19,03:51:19
13880,20,231,51,03,03,AM,03:51:20,03:51:20
13881,21,231,51,03,03,AM,03:51:21,03:51:21
13882,22,231,51,03,03,AM,03:51:22,03:51:22
13883,23,231,51,03,03,AM,03:51:23,03:51:23
13884,24,231,51,03,03,AM,03:51:24,03:51:24
13885,25,231,51,03,03,AM,03:51:25,03:51:25
13886,26,231,51,03,03,AM,03:51:26,03:51:26
13887,27,231,51,03,03,AM,03:51:27,03:51:27
13888,28,231,51,03,03,AM,03:51:28,03:51:28
13889,29,231,51,03,03,AM,03:51:29,03:51:29
13890,30,231,51,03,03,AM,03:51:30,03:51:30
13891,31,231,51,03,03,AM,03:51:31,03:51:31
13892,32,231,51,03,03,AM,03:51:32,03:51:32
13893,33,231,51,03,03,AM,03:51:33,03:51:33
13894,34,231,51,03,03,AM,03:51:34,03:51:34
13895,35,231,51,03,03,AM,03:51:35,03:51:35
13896,36,231,51,03,03,AM,03:51:36,03:51:36
13897,37,231,51,03,03,AM,03:51:37,03:51:37
13898,38,231,51,03,03,AM,03:51:38,03:51:38
13899,39,231,51,03,03,AM,03:51:39,03:51:39
13900,40,231,51,03,03,AM,03:51:40,03:51:40
13901,41,231,51,03,03,AM,03:51:41,03:51:41
13902,42,231,51,03,03,AM,03:51:42,03:51:42
13903,43,231,51,03,03,AM,03:51:43,03:51:43
13904,44,231,51,03,03,AM,03:51:44,03:51:44
13905,45,231,51,03,03,AM,03:51:45,03:51:45
13906,46,231,51,03,03,AM,03:51:46,03:51:46
13907,47,231,51,03,03,AM,03:51:47,03:51:47
13908,48,231,51,03,03,AM,03:51:48,03:51:48
13909,49,231,51,03,03,AM,03:51:49,03:51:49
13910,50,231,51,03,03,AM,03:51:50,03:51:50
13911,51,231,51,03,03,AM,03:51:51,03:51:51
13912,52,231,51,03,03,AM,03:51:52,03:51:52
13913,53,231,51,03,03,AM,03:51:53,03:51:53
13914,54,231,51,03,03,AM,03:51:54,03:51:54
13915,55,231,51,03,03,AM,03:51:55,03:51:55
13916,56,231,51,03,03,AM,03:51:56,03:51:56
13917,57,231,51,03,03,AM,03:51:57,03:51:57
13918,58,231,51,03,03,AM,03:51:58,03:51:58
13919,59,231,51,03,03,AM,03:51:59,03:51:59
13920,00,232,52,03,03,AM,03:52:00,03:52:00
13921,01,232,52,03,03,AM,03:52:01,03:52:01
13922,02,232,52,03,03,AM,03:52:02,03:52:02
13923,03,232,52,03,03,AM,03:52:03,03:52:03
13924,04,232,52,03,03,AM,03:52:04,03:52:04
13925,05,232,52,03,03,AM,03:52:05,03:52:05
13926,06,232,52,03,03,AM,03:52:06,03:52:06
13927,07,232,52,03,03,AM,03:52:07,03:52:07
13928,08,232,52,03,03,AM,03:52:08,03:52:08
13929,09,232,52,03,03,AM,03:52:09,03:52:09
13930,10,232,52,03,03,AM,03:52:10,03:52:10
13931,11,232,52,03,03,AM,03:52:11,03:52:11
13932,12,232,52,03,03,AM,03:52:12,03:52:12
13933,13,232,52,03,03,AM,03:52:13,03:52:13
13934,14,232,52,03,03,AM,03:52:14,03:52:14
13935,15,232,52,03,03,AM,03:52:15,03:52:15
13936,16,232,52,03,03,AM,03:52:16,03:52:16
13937,17,232,52,03,03,AM,03:52:17,03:52:17
13938,18,232,52,03,03,AM,03:52:18,03:52:18
13939,19,232,52,03,03,AM,03:52:19,03:52:19
13940,20,232,52,03,03,AM,03:52:20,03:52:20
13941,21,232,52,03,03,AM,03:52:21,03:52:21
13942,22,232,52,03,03,AM,03:52:22,03:52:22
13943,23,232,52,03,03,AM,03:52:23,03:52:23
13944,24,232,52,03,03,AM,03:52:24,03:52:24
13945,25,232,52,03,03,AM,03:52:25,03:52:25
13946,26,232,52,03,03,AM,03:52:26,03:52:26
13947,27,232,52,03,03,AM,03:52:27,03:52:27
13948,28,232,52,03,03,AM,03:52:28,03:52:28
13949,29,232,52,03,03,AM,03:52:29,03:52:29
13950,30,232,52,03,03,AM,03:52:30,03:52:30
13951,31,232,52,03,03,AM,03:52:31,03:52:31
13952,32,232,52,03,03,AM,03:52:32,03:52:32
13953,33,232,52,03,03,AM,03:52:33,03:52:33
13954,34,232,52,03,03,AM,03:52:34,03:52:34
13955,35,232,52,03,03,AM,03:52:35,03:52:35
13956,36,232,52,03,03,AM,03:52:36,03:52:36
13957,37,232,52,03,03,AM,03:52:37,03:52:37
13958,38,232,52,03,03,AM,03:52:38,03:52:38
13959,39,232,52,03,03,AM,03:52:39,03:52:39
13960,40,232,52,03,03,AM,03:52:40,03:52:40
13961,41,232,52,03,03,AM,03:52:41,03:52:41
13962,42,232,52,03,03,AM,03:52:42,03:52:42
13963,43,232,52,03,03,AM,03:52:43,03:52:43
13964,44,232,52,03,03,AM,03:52:44,03:52:44
13965,45,232,52,03,03,AM,03:52:45,03:52:45
13966,46,232,52,03,03,AM,03:52:46,03:52:46
13967,47,232,52,03,03,AM,03:52:47,03:52:47
13968,48,232,52,03,03,AM,03:52:48,03:52:48
