dim_date_id,date,day,day_suffix,week_day,week_day_name,DOW_in_month,day_of_year,week_of_month,week_of_year,ISO_week_of_year,month,month_name,quarter,quarter_name,year,MMYYYY,month_year,first_day_of_month,last_day_of_month,first_day_of_quarter,last_day_of_quarter,first_day_of_year,last_day_of_year,first_day_of_next_month,first_day_of_next_year
20321120,2032-11-20 00:00:00.0000000,20,"th",7,"Saturday",3,325,3,47,47,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321115,2032-11-15 00:00:00.0000000,15,"th",2,"Monday",3,320,3,47,47,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321116,2032-11-16 00:00:00.0000000,16,"th",3,"Tuesday",3,321,3,47,47,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321123,2032-11-23 00:00:00.0000000,23,"rd",3,"Tuesday",4,328,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321122,2032-11-22 00:00:00.0000000,22,"nd",2,"Monday",4,327,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321127,2032-11-27 00:00:00.0000000,27,"th",7,"Saturday",4,332,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321124,2032-11-24 00:00:00.0000000,24,"th",4,"Wednesday",4,329,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321126,2032-11-26 00:00:00.0000000,26,"th",6,"Friday",4,331,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321125,2032-11-25 00:00:00.0000000,25,"th",5,"Thursday",4,330,4,48,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321121,2032-11-21 00:00:00.0000000,21,"st",1,"Sunday",3,326,4,48,47,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321128,2032-11-28 00:00:00.0000000,28,"th",1,"Sunday",4,333,5,49,48,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321129,2032-11-29 00:00:00.0000000,29,"th",2,"Monday",5,334,5,49,49,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321130,2032-11-30 00:00:00.0000000,30,"th",3,"Tuesday",5,335,5,49,49,11,"November",4,"Fourth",2032,"112032","Nov 2032",2032-11-01 00:00:00.0000000,2032-11-30 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-12-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321204,2032-12-04 00:00:00.0000000,4,"th",7,"Saturday",1,339,1,49,49,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321202,2032-12-02 00:00:00.0000000,2,"nd",5,"Thursday",1,337,1,49,49,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321203,2032-12-03 00:00:00.0000000,3,"rd",6,"Friday",1,338,1,49,49,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321201,2032-12-01 00:00:00.0000000,1,"st",4,"Wednesday",1,336,1,49,49,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321208,2032-12-08 00:00:00.0000000,8,"th",4,"Wednesday",2,343,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321210,2032-12-10 00:00:00.0000000,10,"th",6,"Friday",2,345,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321209,2032-12-09 00:00:00.0000000,9,"th",5,"Thursday",2,344,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321205,2032-12-05 00:00:00.0000000,5,"th",1,"Sunday",1,340,2,50,49,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321211,2032-12-11 00:00:00.0000000,11,"th",7,"Saturday",2,346,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321207,2032-12-07 00:00:00.0000000,7,"th",3,"Tuesday",1,342,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321206,2032-12-06 00:00:00.0000000,6,"th",2,"Monday",1,341,2,50,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321213,2032-12-13 00:00:00.0000000,13,"th",2,"Monday",2,348,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321214,2032-12-14 00:00:00.0000000,14,"th",3,"Tuesday",2,349,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321218,2032-12-18 00:00:00.0000000,18,"th",7,"Saturday",3,353,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321212,2032-12-12 00:00:00.0000000,12,"th",1,"Sunday",2,347,3,51,50,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321216,2032-12-16 00:00:00.0000000,16,"th",5,"Thursday",3,351,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321217,2032-12-17 00:00:00.0000000,17,"th",6,"Friday",3,352,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321215,2032-12-15 00:00:00.0000000,15,"th",4,"Wednesday",3,350,3,51,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321222,2032-12-22 00:00:00.0000000,22,"nd",4,"Wednesday",4,357,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321224,2032-12-24 00:00:00.0000000,24,"th",6,"Friday",4,359,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321223,2032-12-23 00:00:00.0000000,23,"rd",5,"Thursday",4,358,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321219,2032-12-19 00:00:00.0000000,19,"th",1,"Sunday",3,354,4,52,51,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321225,2032-12-25 00:00:00.0000000,25,"th",7,"Saturday",4,360,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321221,2032-12-21 00:00:00.0000000,21,"st",3,"Tuesday",3,356,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321220,2032-12-20 00:00:00.0000000,20,"th",2,"Monday",3,355,4,52,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321227,2032-12-27 00:00:00.0000000,27,"th",2,"Monday",4,362,5,53,53,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321228,2032-12-28 00:00:00.0000000,28,"th",3,"Tuesday",4,363,5,53,53,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321226,2032-12-26 00:00:00.0000000,26,"th",1,"Sunday",4,361,5,53,52,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321230,2032-12-30 00:00:00.0000000,30,"th",5,"Thursday",5,365,5,53,53,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321231,2032-12-31 00:00:00.0000000,31,"st",6,"Friday",5,366,5,53,53,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20321229,2032-12-29 00:00:00.0000000,29,"th",4,"Wednesday",5,364,5,53,53,12,"December",4,"Fourth",2032,"122032","Dec 2032",2032-12-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-10-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2032-01-01 00:00:00.0000000,2032-12-31 00:00:00.0000000,2033-01-01 00:00:00.0000000,2033-01-01 00:00:00.0000000
20270101,2027-01-01 00:00:00.0000000,1,"st",6,"Friday",1,1,1,1,53,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270102,2027-01-02 00:00:00.0000000,2,"nd",7,"Saturday",1,2,1,1,53,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270109,2027-01-09 00:00:00.0000000,9,"th",7,"Saturday",2,9,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270105,2027-01-05 00:00:00.0000000,5,"th",3,"Tuesday",1,5,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270104,2027-01-04 00:00:00.0000000,4,"th",2,"Monday",1,4,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270108,2027-01-08 00:00:00.0000000,8,"th",6,"Friday",2,8,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270106,2027-01-06 00:00:00.0000000,6,"th",4,"Wednesday",1,6,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270107,2027-01-07 00:00:00.0000000,7,"th",5,"Thursday",1,7,2,2,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270103,2027-01-03 00:00:00.0000000,3,"rd",1,"Sunday",1,3,2,2,53,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270110,2027-01-10 00:00:00.0000000,10,"th",1,"Sunday",2,10,3,3,1,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270114,2027-01-14 00:00:00.0000000,14,"th",5,"Thursday",2,14,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270113,2027-01-13 00:00:00.0000000,13,"th",4,"Wednesday",2,13,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270115,2027-01-15 00:00:00.0000000,15,"th",6,"Friday",3,15,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270111,2027-01-11 00:00:00.0000000,11,"th",2,"Monday",2,11,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270112,2027-01-12 00:00:00.0000000,12,"th",3,"Tuesday",2,12,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270116,2027-01-16 00:00:00.0000000,16,"th",7,"Saturday",3,16,3,3,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270123,2027-01-23 00:00:00.0000000,23,"rd",7,"Saturday",4,23,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270119,2027-01-19 00:00:00.0000000,19,"th",3,"Tuesday",3,19,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270118,2027-01-18 00:00:00.0000000,18,"th",2,"Monday",3,18,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270122,2027-01-22 00:00:00.0000000,22,"nd",6,"Friday",4,22,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270120,2027-01-20 00:00:00.0000000,20,"th",4,"Wednesday",3,20,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270121,2027-01-21 00:00:00.0000000,21,"st",5,"Thursday",3,21,4,4,3,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
20270117,2027-01-17 00:00:00.0000000,17,"th",1,"Sunday",3,17,4,4,2,1,"January",1,"First",2027,"012027","Jan 2027",2027-01-01 00:00:00.0000000,2027-01-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-03-31 00:00:00.0000000,2027-01-01 00:00:00.0000000,2027-12-31 00:00:00.0000000,2027-02-01 00:00:00.0000000,2028-01-01 00:00:00.0000000
