bay_id,st_marker_id,status,location,lat,lon
5687,12351S,Unoccupied,"(-37.810070441749716, 144.97979226021312)",-37.810070441749716,144.97979226021312
6455,13586E,Unoccupied,"(-37.819673378409064, 144.94265696540896)",-37.819673378409064,144.94265696540896
5600,12219S,Unoccupied,"(-37.80944752218417, 144.97392781937896)",-37.80944752218417,144.97392781937896
5693,12363S,Unoccupied,"(-37.8101160179561, 144.98020679605463)",-37.8101160179561,144.98020679605463
6517,13748E,Unoccupied,"(-37.81281242254772, 144.93655835965987)",-37.81281242254772,144.93655835965987
6049,13020N,Unoccupied,"(-37.82108042002886, 144.94689159807888)",-37.82108042002886,144.94689159807888
5689,12355S,Unoccupied,"(-37.810087252936114, 144.97994641924595)",-37.810087252936114,144.97994641924595
5692,12361S,Unoccupied,"(-37.810108799940096, 144.98014148137943)",-37.810108799940096,144.98014148137943
5691,12359S,Unoccupied,"(-37.8101016087065, 144.98007636280684)",-37.8101016087065,144.98007636280684
5688,12353S,Unoccupied,"(-37.81008007183529, 144.97988146513688)",-37.81008007183529,144.97988146513688
801,C462,Unoccupied,"(-37.81165696265492, 144.97037191949858)",-37.81165696265492,144.97037191949858
4753,8714E,Unoccupied,"(-37.82488655512418, 144.9634878552253)",-37.82488655512418,144.9634878552253
5470,11894E,Unoccupied,"(-37.81022932992511, 144.97837617361188)",-37.81022932992511,144.97837617361188
745,C220,Present,"(-37.815621364479, 144.97220133737656)",-37.815621364479,144.97220133737656
942,C766,Present,"(-37.81322788644749, 144.9682931199963)",-37.81322788644749,144.9682931199963
1853,2574N,Present,"(-37.81435220053646, 144.95889433094547)",-37.81435220053646,144.95889433094547
4745,8702E,Present,"(-37.825031225306475, 144.96331821439196)",-37.825031225306475,144.96331821439196
5435,11822E,Present,"(-37.81358014797943, 144.97781341694056)",-37.81358014797943,144.97781341694056
5709,12360N,Unoccupied,"(-37.81023444177016, 144.98259797710762)",-37.81023444177016,144.98259797710762
5708,12358N,Unoccupied,"(-37.810226893313526, 144.9825304878785)",-37.810226893313526,144.9825304878785
5710,12362N,Unoccupied,"(-37.810256224777866, 144.9827945734408)",-37.810256224777866,144.9827945734408
5695,12367S,Unoccupied,"(-37.81013046672039, 144.98033722443773)",-37.81013046672039,144.98033722443773
3596,7331W,Unoccupied,"(-37.805528450385, 144.9492246059248)",-37.805528450385,144.9492246059248
6647,13622E,Unoccupied,"(-37.81942211605225, 144.943629462373)",-37.81942211605225,144.943629462373
1026,1188E,Unoccupied,"(-37.81336912163323, 144.96007932477016)",-37.81336912163323,144.96007932477016
2919,4893W,Unoccupied,"(-37.808333068367624, 144.95773298121517)",-37.808333068367624,144.95773298121517
5694,12365S,Unoccupied,"(-37.810123248958305, 144.98027207315465)",-37.810123248958305,144.98027207315465
2927,4903W,Unoccupied,"(-37.80821041990667, 144.95775461027887)",-37.80821041990667,144.95775461027887
2681,10190E,Unoccupied,"(-37.80379246057316, 144.9495876166959)",-37.80379246057316,144.9495876166959
3772,C4896,Unoccupied,"(-37.80816675259984, 144.95787273150802)",-37.80816675259984,144.95787273150802
5696,12369S,Unoccupied,"(-37.81013766715739, 144.9804022345059)",-37.81013766715739,144.9804022345059
5697,12371S,Unoccupied,"(-37.810144961758574, 144.98046793492242)",-37.810144961758574,144.98046793492242
5712,12366N,Unoccupied,"(-37.81028296754023, 144.9830374534246)",-37.81028296754023,144.9830374534246
2447,C2770,Unoccupied,"(-37.810243112896046, 144.96921069229447)",-37.810243112896046,144.96921069229447
1688,2234N,Unoccupied,"(-37.8161240262432, 144.96045812480065)",-37.8161240262432,144.96045812480065
806,C480,Unoccupied,"(-37.81141303167152, 144.97026041039084)",-37.81141303167152,144.97026041039084
1686,2230N,Present,"(-37.816088908881056, 144.96058225134396)",-37.816088908881056,144.96058225134396
1504,1863S,Present,"(-37.81931040251153, 144.95758243964036)",-37.81931040251153,144.95758243964036
1687,2232N,Present,"(-37.816107103831406, 144.96051792979958)",-37.816107103831406,144.96051792979958
5273,4507W,Present,"(-37.81171114451988, 144.9534480392092)",-37.81171114451988,144.9534480392092
4735,8686E,Present,"(-37.825162921512145, 144.9631634158556)",-37.825162921512145,144.9631634158556
6148,C13696,Present,"(-37.82000385320533, 144.94321541187122)",-37.82000385320533,144.94321541187122
4714,8662E,Unoccupied,"(-37.825420024341206, 144.9628524121386)",-37.825420024341206,144.9628524121386
5153,9976N,Unoccupied,"(-37.82603932925667, 144.9669751610491)",-37.82603932925667,144.9669751610491
655,C164,Unoccupied,"(-37.80827816299957, 144.971623831196)",-37.80827816299957,144.971623831196
1321,1333W,Unoccupied,"(-37.815353120692706, 144.95793073737923)",-37.815353120692706,144.95793073737923
4565,8006E,Unoccupied,"(-37.830048992909525, 144.9692888858422)",-37.830048992909525,144.9692888858422
3923,C5762,Unoccupied,"(-37.804624341020585, 144.9553703687372)",-37.804624341020585,144.9553703687372
626,85W,Unoccupied,"(-37.80898703312339, 144.97182443298527)",-37.80898703312339,144.97182443298527
4239,C6800,Unoccupied,"(-37.809337632175215, 144.95670910874497)",-37.809337632175215,144.95670910874497
6582,13860N,Present,"(-37.81243091538448, 144.94089422868896)",-37.81243091538448,144.94089422868896
3000,5050E,Unoccupied,"(-37.80528745757218, 144.9581284479058)",-37.80528745757218,144.9581284479058
5757,12431S,Unoccupied,"(-37.81190422205182, 144.97532416666604)",-37.81190422205182,144.97532416666604
2006,3435S,Unoccupied,"(-37.81080726932605, 144.96356786363793)",-37.81080726932605,144.96356786363793
3564,7090N,Unoccupied,"(-37.80887228659661, 144.9534031171151)",-37.80887228659661,144.9534031171151
5699,12375S,Unoccupied,"(-37.8101592574709, 144.98059660577007)",-37.8101592574709,144.98059660577007
5698,12373S,Unoccupied,"(-37.810152184046956, 144.9805329527768)",-37.810152184046956,144.9805329527768
4797,9112N,Unoccupied,"(-37.83003767972695, 144.97056219002357)",-37.83003767972695,144.97056219002357
4808,9136N,Unoccupied,"(-37.830245537568956, 144.96989872350696)",-37.830245537568956,144.96989872350696
981,908E,Unoccupied,"(-37.81691389165914, 144.96448428294315)",-37.81691389165914,144.96448428294315
949,C802,Present,"(-37.8114017627735, 144.9674554739191)",-37.8114017627735,144.9674554739191
840,C616,Present,"(-37.80870382213348, 144.96901957125945)",-37.80870382213348,144.96901957125945
3935,C5786,Unoccupied,"(-37.8041351571469, 144.95545832941366)",-37.8041351571469,144.95545832941366
2537,C3030,Unoccupied,"(-37.81321426759627, 144.95906727184024)",-37.81321426759627,144.95906727184024
5119,9930N,Unoccupied,"(-37.82584269342603, 144.96765519540975)",-37.82584269342603,144.96765519540975
5120,9932N,Present,"(-37.82584860778727, 144.9676296003751)",-37.82584860778727,144.9676296003751
5749,12436N,Unoccupied,"(-37.81182447430852, 144.97563353553048)",-37.81182447430852,144.97563353553048
4246,C6824,Unoccupied,"(-37.80948144669376, 144.9556201057953)",-37.80948144669376,144.9556201057953
4207,C6710,Unoccupied,"(-37.80879640283257, 144.9582486285122)",-37.80879640283257,144.9582486285122
5121,9934N,Present,"(-37.82585601647904, 144.9676045988111)",-37.82585601647904,144.9676045988111
5135,9948N,Present,"(-37.82590738618179, 144.96742854136147)",-37.82590738618179,144.96742854136147
3860,C5616,Unoccupied,"(-37.80721481684331, 144.9549108590483)",-37.80721481684331,144.9549108590483
5750,12438N,Unoccupied,"(-37.81183232447522, 144.97570556879316)",-37.81183232447522,144.97570556879316
2670,10179W,Unoccupied,"(-37.804094284673724, 144.9493444001103)",-37.804094284673724,144.9493444001103
4242,C6812,Unoccupied,"(-37.80932779333751, 144.95662189921416)",-37.80932779333751,144.95662189921416
5752,12442N,Unoccupied,"(-37.811847531344036, 144.9758455824391)",-37.811847531344036,144.9758455824391
2573,C3136,Unoccupied,"(-37.81356954778103, 144.95785018805807)",-37.81356954778103,144.95785018805807
5049,9826N,Unoccupied,"(-37.825063527438516, 144.97030140300308)",-37.825063527438516,144.97030140300308
5632,12288N,Unoccupied,"(-37.80970041365944, 144.97775479011744)",-37.80970041365944,144.97775479011744
5129,9942N,Unoccupied,"(-37.8258852691315, 144.9675038267926)",-37.8258852691315,144.9675038267926
5760,12437S,Unoccupied,"(-37.81192834279011, 144.9755427996227)",-37.81192834279011,144.9755427996227
5758,12433S,Unoccupied,"(-37.811912068922375, 144.97539496289204)",-37.811912068922375,144.97539496289204
5855,C9122,Unoccupied,"(-37.79840475600588, 144.96477329313018)",-37.79840475600588,144.96477329313018
755,C260,Unoccupied,"(-37.815312019230106, 144.9720582827795)",-37.815312019230106,144.9720582827795
6265,13333W,Unoccupied,"(-37.81903225640254, 144.94840631812067)",-37.81903225640254,144.94840631812067
5445,11842E,Unoccupied,"(-37.812961471544114, 144.97791474187858)",-37.812961471544114,144.97791474187858
5763,12443S,Unoccupied,"(-37.811967229561546, 144.97590028800312)",-37.811967229561546,144.97590028800312
952,C814,Unoccupied,"(-37.81133017001849, 144.96742283713283)",-37.81133017001849,144.96742283713283
934,C744,Present,"(-37.813432061253614, 144.9683864485381)",-37.813432061253614,144.9683864485381
2682,10191W,Unoccupied,"(-37.80377542661587, 144.94940056369148)",-37.80377542661587,144.94940056369148
5122,9935S,Unoccupied,"(-37.82595099248935, 144.9676286103863)",-37.82595099248935,144.9676286103863
5397,11760E,Unoccupied,"(-37.81002289302269, 144.97570474403477)",-37.81002289302269,144.97570474403477
5387,11740E,Unoccupied,"(-37.81034820909123, 144.97565092653258)",-37.81034820909123,144.97565092653258
5662,12322N,Unoccupied,"(-37.80980446844947, 144.9786928675081)",-37.80980446844947,144.9786928675081
5690,12357S,Unoccupied,"(-37.8100944160155, 144.98001137424978)",-37.8100944160155,144.98001137424978
3516,6676N,Unoccupied,"(-37.80867892311177, 144.95830745188204)",-37.80867892311177,144.95830745188204
5588,12210N,Unoccupied,"(-37.80930392088111, 144.97431495960558)",-37.80930392088111,144.97431495960558
6471,13802N,Unoccupied,"(-37.8138115378207, 144.94007820814937)",-37.8138115378207,144.94007820814937
5764,12445S,Unoccupied,"(-37.81197519397656, 144.97597233656757)",-37.81197519397656,144.97597233656757
5684,12345S,Unoccupied,"(-37.81004871301233, 144.97959215765601)",-37.81004871301233,144.97959215765601
5765,12447S,Unoccupied,"(-37.811983005070296, 144.97604299006127)",-37.811983005070296,144.97604299006127
2143,3755S,Unoccupied,"(-37.81000439340747, 144.96267018989073)",-37.81000439340747,144.96267018989073
3634,7585S,Unoccupied,"(-37.80580572237205, 144.9544775689008)",-37.80580572237205,144.9544775689008
5767,12451S,Unoccupied,"(-37.811998362497285, 144.9761823289095)",-37.811998362497285,144.9761823289095
5590,12214N,Unoccupied,"(-37.80931888456168, 144.97445054104037)",-37.80931888456168,144.97445054104037
1689,2238N,Unoccupied,"(-37.816259712092936, 144.95996713141903)",-37.816259712092936,144.95996713141903
5616,12251S,Unoccupied,"(-37.80958943923362, 144.97520518202015)",-37.80958943923362,144.97520518202015
5754,12446N,Unoccupied,"(-37.811910283196696, 144.97642226941176)",-37.811910283196696,144.97642226941176
4725,8674E,Present,"(-37.82530117411844, 144.96299183168892)",-37.82530117411844,144.96299183168892
6486,13829S,Present,"(-37.81556065414702, 144.9374897932367)",-37.81556065414702,144.9374897932367
5756,12450N,Present,"(-37.81192570588628, 144.97656464025124)",-37.81192570588628,144.97656464025124
5139,9952N,Unoccupied,"(-37.825922046075505, 144.96737764192937)",-37.825922046075505,144.96737764192937
1148,C1230,Unoccupied,"(-37.8122740661467, 144.9594523566359)",-37.8122740661467,144.9594523566359
2665,10173W,Unoccupied,"(-37.80424624833567, 144.94931762698118)",-37.80424624833567,144.94931762698118
4335,C7008,Unoccupied,"(-37.80924430645762, 144.95641336062138)",-37.80924430645762,144.95641336062138
6645,13618E,Unoccupied,"(-37.81952667313469, 144.9436774530061)",-37.81952667313469,144.9436774530061
5860,C9142,Unoccupied,"(-37.798424358368734, 144.9649562824252)",-37.798424358368734,144.9649562824252
6520,13754E,Present,"(-37.81265649338202, 144.93646395640562)",-37.81265649338202,144.93646395640562
3018,5098E,Present,"(-37.804412030760886, 144.95772746578052)",-37.804412030760886,144.95772746578052
5770,12457S,Present,"(-37.81202093776078, 144.97638779659894)",-37.81202093776078,144.97638779659894
1316,1316E,Unoccupied,"(-37.816978643629675, 144.9589223781182)",-37.816978643629675,144.9589223781182
2639,10111W,Unoccupied,"(-37.803576876749986, 144.94790645089543)",-37.803576876749986,144.94790645089543
5776,12469S,Unoccupied,"(-37.81207934639255, 144.97691974555835)",-37.81207934639255,144.97691974555835
3873,C5642,Unoccupied,"(-37.806819323504826, 144.95498160861192)",-37.806819323504826,144.95498160861192
6393,13642E,Unoccupied,"(-37.82010084378016, 144.94445167844503)",-37.82010084378016,144.94445167844503
5686,12349S,Unoccupied,"(-37.81006324738043, 144.97972588003051)",-37.81006324738043,144.97972588003051
6329,13476E,Unoccupied,"(-37.81884401722239, 144.94992492565876)",-37.81884401722239,144.94992492565876
5607,12233S,Unoccupied,"(-37.8095064011665, 144.9744578243005)",-37.8095064011665,144.9744578243005
5615,12249S,Unoccupied,"(-37.80958212113774, 144.97513874985412)",-37.80958212113774,144.97513874985412
5751,12440N,Unoccupied,"(-37.811839654052385, 144.9757730865461)",-37.811839654052385,144.9757730865461
6586,13781W,Unoccupied,"(-37.81333339381702, 144.94080196815696)",-37.81333339381702,144.94080196815696
6069,13203S,Unoccupied,"(-37.81868140484386, 144.94813305089613)",-37.81868140484386,144.94813305089613
6009,13017S,Unoccupied,"(-37.819984138312684, 144.9512977110238)",-37.819984138312684,144.9512977110238
5782,12481S,Unoccupied,"(-37.812133806906516, 144.97742213666015)",-37.812133806906516,144.97742213666015
6059,13040N,Unoccupied,"(-37.821126302747224, 144.94372360484854)",-37.821126302747224,144.94372360484854
5238,11501S,Present,"(-37.81152512653162, 144.9532043905266)",-37.81152512653162,144.9532043905266
6646,13620E,Present,"(-37.81947439799323, 144.9436534493484)",-37.81947439799323,144.9436534493484
5925,12812N,Unoccupied,"(-37.80283193582361, 144.96754488511047)",-37.80283193582361,144.96754488511047
5643,12281S,Unoccupied,"(-37.809744586553535, 144.9768080320959)",-37.809744586553535,144.9768080320959
5612,12243S,Unoccupied,"(-37.80954965951322, 144.97484672488642)",-37.80954965951322,144.97484672488642
5777,12471S,Unoccupied,"(-37.812095858047925, 144.97707459631323)",-37.812095858047925,144.97707459631323
6105,C13516,Unoccupied,"(-37.819255595277355, 144.94580653889028)",-37.819255595277355,144.94580653889028
4794,9102N,Unoccupied,"(-37.829972344957305, 144.97078761533447)",-37.829972344957305,144.97078761533447
5314,7815W,Present,"(-37.829398163803255, 144.97103467262724)",-37.829398163803255,144.97103467262724
577,126E,Unoccupied,"(-37.808331599820974, 144.97177073994987)",-37.808331599820974,144.97177073994987
6665,9355S,Unoccupied,"(-37.8296501143671, 144.96802121718082)",-37.8296501143671,144.96802121718082
2672,10181W,Unoccupied,"(-37.80404052141371, 144.94935384858712)",-37.80404052141371,144.94935384858712
5784,12485S,Unoccupied,"(-37.81214838971037, 144.9775554475019)",-37.81214838971037,144.9775554475019
5915,12802N,Unoccupied,"(-37.80278835337181, 144.9671509812561)",-37.80278835337181,144.9671509812561
5916,12803S,Unoccupied,"(-37.802954951101825, 144.96693094405282)",-37.802954951101825,144.96693094405282
6504,13722E,Unoccupied,"(-37.814378009196986, 144.93750691987395)",-37.814378009196986,144.93750691987395
2306,2843S,Unoccupied,"(-37.81063763930144, 144.9682147683588)",-37.81063763930144,144.9682147683588
1696,2249S,Present,"(-37.816950965111175, 144.95772490894413)",-37.816950965111175,144.95772490894413
5914,12801S,Unoccupied,"(-37.802947493750466, 144.9668623088271)",-37.802947493750466,144.9668623088271
6421,13668E,Present,"(-37.82103901739355, 144.94543085388358)",-37.82103901739355,144.94543085388358
5785,12487S,Unoccupied,"(-37.81215577393052, 144.9776229495011)",-37.81215577393052,144.9776229495011
2696,10326E,Unoccupied,"(-37.80304693128542, 144.94402475908936)",-37.80304693128542,144.94402475908936
5870,C9182,Unoccupied,"(-37.79846529772058, 144.96533287717432)",-37.79846529772058,144.96533287717432
3884,C5664,Unoccupied,"(-37.806496154757895, 144.95503930439057)",-37.806496154757895,144.95503930439057
5439,11830E,Unoccupied,"(-37.813373318091216, 144.9778475851122)",-37.813373318091216,144.9778475851122
5926,12813S,Unoccupied,"(-37.803042318039786, 144.96772768939778)",-37.803042318039786,144.96772768939778
5921,12808N,Present,"(-37.80281691034302, 144.96741335316648)",-37.80281691034302,144.96741335316648
5457,11868E,Unoccupied,"(-37.810949951651835, 144.97825530659912)",-37.810949951651835,144.97825530659912
5923,12810N,Unoccupied,"(-37.802824437407324, 144.9674792091353)",-37.802824437407324,144.9674792091353
3730,7784N,Unoccupied,"(-37.802431124332074, 144.94482481471812)",-37.802431124332074,144.94482481471812
5922,12809S,Unoccupied,"(-37.80297901819951, 144.96714913656768)",-37.80297901819951,144.96714913656768
5918,12805S,Unoccupied,"(-37.802964315892396, 144.967015734487)",-37.802964315892396,144.967015734487
575,118E,Unoccupied,"(-37.80843268605078, 144.9718172975459)",-37.80843268605078,144.9718172975459
4839,9239S,Unoccupied,"(-37.82884921067272, 144.97076981597644)",-37.82884921067272,144.97076981597644
943,C768,Present,"(-37.813204770295954, 144.96828258220722)",-37.813204770295954,144.96828258220722
6326,13470E,Unoccupied,"(-37.818680290689855, 144.9497962450887)",-37.818680290689855,144.9497962450887
2458,C2794,Present,"(-37.810346871060695, 144.968857501453)",-37.810346871060695,144.968857501453
5204,C8060,Present,"(-37.81071809241126, 144.95159765863582)",-37.81071809241126,144.95159765863582
2680,10189W,Unoccupied,"(-37.80382682159421, 144.94939150990004)",-37.80382682159421,144.94939150990004
6884,14215W,Unoccupied,"(-37.796037644144704, 144.9646547749649)",-37.796037644144704,144.9646547749649
1768,2397S,Unoccupied,"(-37.81489782721997, 144.96122156923843)",-37.81489782721997,144.96122156923843
6090,13247S,Unoccupied,"(-37.82007900996949, 144.94327625545057)",-37.82007900996949,144.94327625545057
2678,10187W,Unoccupied,"(-37.803879688971975, 144.94938219754158)",-37.803879688971975,144.94938219754158
2653,10155W,Unoccupied,"(-37.80476269838175, 144.94922777133996)",-37.80476269838175,144.94922777133996
1040,1232E,Unoccupied,"(-37.812181750670554, 144.95953740453777)",-37.812181750670554,144.95953740453777
2454,C2786,Unoccupied,"(-37.81031231789402, 144.96897567101377)",-37.81031231789402,144.96897567101377
1304,1295W,Present,"(-37.81845605450276, 144.95935770486003)",-37.81845605450276,144.95935770486003
6183,13256N,Present,"(-37.81989373658233, 144.94328768081613)",-37.81989373658233,144.94328768081613
4018,C6074,Present,"(-37.805165385552755, 144.95226059222915)",-37.805165385552755,144.95226059222915
4021,C6080,Present,"(-37.80509578599583, 144.952273134583)",-37.80509578599583,144.952273134583
4023,C6084,Present,"(-37.80504960130152, 144.95228145744943)",-37.80504960130152,144.95228145744943
6208,13278N,Unoccupied,"(-37.814823587375116, 144.9453313754436)",-37.814823587375116,144.9453313754436
1297,1287W,Unoccupied,"(-37.81906102359871, 144.9596348322357)",-37.81906102359871,144.9596348322357
1037,1213W,Unoccupied,"(-37.812421589948755, 144.9593950029535)",-37.812421589948755,144.9593950029535
4025,C6088,Unoccupied,"(-37.80500302625974, 144.95228985072862)",-37.80500302625974,144.95228985072862
5587,12208N,Unoccupied,"(-37.809296461864975, 144.97424742514795)",-37.809296461864975,144.97424742514795
4328,C6994,Unoccupied,"(-37.80925113766156, 144.9562189659892)",-37.80925113766156,144.9562189659892
4275,C6886,Unoccupied,"(-37.80933137021184, 144.95585916591295)",-37.80933137021184,144.95585916591295
5775,12467S,Unoccupied,"(-37.81207203309084, 144.97685324023576)",-37.81207203309084,144.97685324023576
2532,C3010,Unoccupied,"(-37.81317058781676, 144.95921681700628)",-37.81317058781676,144.95921681700628
6422,13670E,Unoccupied,"(-37.8209831564256, 144.9454158470241)",-37.8209831564256,144.9454158470241
4317,C6972,Unoccupied,"(-37.809356342797855, 144.95626247620703)",-37.809356342797855,144.95626247620703
4841,9241S,Unoccupied,"(-37.828860615796145, 144.970730489606)",-37.828860615796145,144.970730489606
4318,C6974,Unoccupied,"(-37.80935195116392, 144.95619976326594)",-37.80935195116392,144.95619976326594
5658,12311S,Unoccupied,"(-37.80986033939539, 144.97787333708033)",-37.80986033939539,144.97787333708033
570,105W,Unoccupied,"(-37.80801512213365, 144.97137504217176)",-37.80801512213365,144.97137504217176
6048,13018N,Unoccupied,"(-37.8210640226779, 144.94694855385976)",-37.8210640226779,144.94694855385976
4296,C6928,Unoccupied,"(-37.80939825401876, 144.9560509085984)",-37.80939825401876,144.9560509085984
6403,13659W,Present,"(-37.81973049734499, 144.94524045206686)",-37.81973049734499,144.94524045206686
1305,1297W,Unoccupied,"(-37.81840452060237, 144.95933405526904)",-37.81840452060237,144.95933405526904
4723,8672E,Unoccupied,"(-37.825320761033886, 144.9629688553548)",-37.825320761033886,144.9629688553548
3530,7021S,Unoccupied,"(-37.80745546554947, 144.9589118922884)",-37.80745546554947,144.9589118922884
7049,13285S,Unoccupied,"(-37.81950529255448, 144.9494722576837)",-37.81950529255448,144.9494722576837
843,C628,Unoccupied,"(-37.80859358545933, 144.96896885535563)",-37.80859358545933,144.96896885535563
1307,1301W,Unoccupied,"(-37.81829199526703, 144.95928255861833)",-37.81829199526703,144.95928255861833
6358,13518E,Unoccupied,"(-37.82156870742946, 144.95044131273914)",-37.82156870742946,144.95044131273914
2456,C2790,Present,"(-37.81032953585108, 144.96891681665525)",-37.81032953585108,144.96891681665525
578,12E,Unoccupied,"(-37.814692138905414, 144.97470510781517)",-37.814692138905414,144.97470510781517
791,C408,Unoccupied,"(-37.81293690757107, 144.97096230560578)",-37.81293690757107,144.97096230560578
6137,C13652,Unoccupied,"(-37.819793849177344, 144.94394541686725)",-37.819793849177344,144.94394541686725
6107,C13524,Unoccupied,"(-37.81928017725923, 144.94572153329142)",-37.81928017725923,144.94572153329142
4119,C6400,Unoccupied,"(-37.80375005016145, 144.95100527683002)",-37.80375005016145,144.95100527683002
4426,C7692,Unoccupied,"(-37.8036608605574, 144.95506192376945)",-37.8036608605574,144.95506192376945
3769,C4884,Unoccupied,"(-37.80832687374971, 144.95784483851534)",-37.80832687374971,144.95784483851534
6362,13308N,Present,"(-37.82172021641781, 144.9511259269456)",-37.82172021641781,144.9511259269456
2459,C2796,Present,"(-37.8103553865409, 144.9688283133164)",-37.8103553865409,144.9688283133164
932,C736,Present,"(-37.81350740471045, 144.96842159726603)",-37.81350740471045,144.96842159726603
4102,C6344,Present,"(-37.80428791544201, 144.9509098883141)",-37.80428791544201,144.9509098883141
6229,13336E,Unoccupied,"(-37.81662593495585, 144.9457690757563)",-37.81662593495585,144.9457690757563
1706,2287S,Present,"(-37.81752919559406, 144.9557702974704)",-37.81752919559406,144.9557702974704
797,C446,Present,"(-37.8117937500954, 144.9704344499077)",-37.8117937500954,144.9704344499077
790,C404,Unoccupied,"(-37.8129631780847, 144.97097425005776)",-37.8129631780847,144.97097425005776
4549,10041S,Unoccupied,"(-37.82337420230638, 144.9657025579436)",-37.82337420230638,144.9657025579436
5614,12247S,Unoccupied,"(-37.80957472804155, 144.97507141227146)",-37.80957472804155,144.97507141227146
6656,13398E,Unoccupied,"(-37.81988210513503, 144.9486527278265)",-37.81988210513503,144.9486527278265
6023,13045S,Unoccupied,"(-37.82128409413096, 144.94680333651272)",-37.82128409413096,144.94680333651272
5390,11746E,Unoccupied,"(-37.81025046161003, 144.97566700300655)",-37.81025046161003,144.97566700300655
6285,13448E,Unoccupied,"(-37.819272198704795, 144.94862868084078)",-37.819272198704795,144.94862868084078
6026,13063S,Unoccupied,"(-37.82150594322703, 144.9459523865728)",-37.82150594322703,144.9459523865728
6887,14221W,Unoccupied,"(-37.79586753076694, 144.96468402967002)",-37.79586753076694,144.96468402967002
1023,1157W,Unoccupied,"(-37.81377750455344, 144.96001017219652)",-37.81377750455344,144.96001017219652
6373,13604E,Unoccupied,"(-37.8203624747225, 144.94402627126837)",-37.8203624747225,144.94402627126837
6524,13723W,Unoccupied,"(-37.81229729732963, 144.93612821243798)",-37.81229729732963,144.93612821243798
6228,13334E,Unoccupied,"(-37.81668191268675, 144.9457937923421)",-37.81668191268675,144.9457937923421
1473,1785S,Unoccupied,"(-37.817356010467776, 144.96402818385752)",-37.817356010467776,144.96402818385752
6372,13602E,Unoccupied,"(-37.8204134675353, 144.9440488765303)",-37.8204134675353,144.9440488765303
5240,11505S,Present,"(-37.81163085341211, 144.95283057502752)",-37.81163085341211,144.95283057502752
5920,12807S,Present,"(-37.8029715810608, 144.96708165454584)",-37.8029715810608,144.96708165454584
6178,13246N,Present,"(-37.819650615032266, 144.94412266984102)",-37.819650615032266,144.94412266984102
6709,13296E,Present,"(-37.81645800941624, 144.9456949101669)",-37.81645800941624,144.9456949101669
1539,1906N,Present,"(-37.8144263954724, 144.96990710114474)",-37.8144263954724,144.96990710114474
6227,13332E,Unoccupied,"(-37.816737889952776, 144.94581850953125)",-37.816737889952776,144.94581850953125
5147,9964N,Unoccupied,"(-37.82596658455488, 144.96722519547126)",-37.82596658455488,144.96722519547126
3602,7337W,Unoccupied,"(-37.80541851681704, 144.94924071435915)",-37.80541851681704,144.94924071435915
1322,1335W,Unoccupied,"(-37.81530238967326, 144.95790740473393)",-37.81530238967326,144.95790740473393
6112,C13544,Unoccupied,"(-37.81932658153467, 144.94556047841706)",-37.81932658153467,144.94556047841706
2694,10324E,Unoccupied,"(-37.80300386158146, 144.94403243100396)",-37.80300386158146,144.94403243100396
6230,13338E,Unoccupied,"(-37.81656995849221, 144.94574435862592)",-37.81656995849221,144.94574435862592
6238,13354E,Unoccupied,"(-37.81550858947077, 144.9452764840512)",-37.81550858947077,144.9452764840512
6249,13402E,Unoccupied,"(-37.8191396082871, 144.9472770385347)",-37.8191396082871,144.9472770385347
4811,9142N,Unoccupied,"(-37.83029576449121, 144.96968380713298)",-37.83029576449121,144.96968380713298
5022,9455S,Unoccupied,"(-37.830288299596205, 144.9658162477048)",-37.830288299596205,144.9658162477048
3638,7592N,Present,"(-37.805235248863546, 144.9510389304511)",-37.805235248863546,144.9510389304511
5272,4505W,Present,"(-37.81176184617329, 144.9534716677163)",-37.81176184617329,144.9534716677163
6231,13340E,Present,"(-37.816513984176765, 144.94571963696453)",-37.816513984176765,144.94571963696453
5264,4527W,Unoccupied,"(-37.81086695233682, 144.95305453522315)",-37.81086695233682,144.95305453522315
2528,C2994,Unoccupied,"(-37.813135638529545, 144.9593364692715)",-37.813135638529545,144.9593364692715
4649,8465W,Unoccupied,"(-37.82555699568873, 144.96663378447312)",-37.82555699568873,144.96663378447312
6254,13412E,Unoccupied,"(-37.81936057119435, 144.94751203992215)",-37.81936057119435,144.94751203992215
3876,C5648,Unoccupied,"(-37.80674267759487, 144.95499524308445)",-37.80674267759487,144.95499524308445
3945,C5858,Unoccupied,"(-37.80531069392037, 144.9537465349453)",-37.80531069392037,144.9537465349453
830,C576,Unoccupied,"(-37.809280248797606, 144.96928429945459)",-37.809280248797606,144.96928429945459
792,C412,Unoccupied,"(-37.81291066385354, 144.9709503643585)",-37.81291066385354,144.9709503643585
6255,13414E,Unoccupied,"(-37.81940468764746, 144.94755914905892)",-37.81940468764746,144.94755914905892
1836,2517S,Unoccupied,"(-37.81100230690158, 144.97051793182231)",-37.81100230690158,144.97051793182231
1329,1345W,Present,"(-37.81504829392185, 144.95779089366738)",-37.81504829392185,144.95779089366738
826,C560,Unoccupied,"(-37.80944783807895, 144.96936135341883)",-37.80944783807895,144.96936135341883
2932,4912E,Unoccupied,"(-37.80789689347037, 144.9580995591133)",-37.80789689347037,144.9580995591133
982,909W,Unoccupied,"(-37.81691518843146, 144.96427959363282)",-37.81691518843146,144.96427959363282
